"user_id","product_id","created_at"
"eb4a0c6d-bf06-48f1-8e9d-01330f67285f","99bcbc11-0ba5-4e69-bfff-f343ccc39823","2026-06-02 07:27:46.871953+00"
"eb4a0c6d-bf06-48f1-8e9d-01330f67285f","c2daaab0-500d-4c58-8bbd-abd9ee46a98e","2026-06-02 07:27:47.896567+00"
